Year,Afghanistan,Albania,Algeria,Argentina,Argentina ,Armenia,Australasia,Australia,Australia ,Austria,Austria ,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Belgium ,Bermuda,Bohemia,Botswana,Brazil,Brazil ,British West Indies ,Bulgaria,Bulgaria ,Burkina Faso,Burundi,Cabo Verde,Cameroon,Canada,Canada ,Ceylon,Chile,China,Chinese Taipei,Colombia,Costa Rica,Croatia,Cuba,Cyprus,Czech Republic,Czechoslovakia,Czechoslovakia ,Denmark,Denmark ,Djibouti,Dominica,Dominican Republic,East Germany,Ecuador,Egypt,Egypt ,Eritrea,Estonia,Ethiopia,Ethiopia ,FR Yugoslavia,Fiji,Finland,Finland ,Formosa ,France,France ,Gabon,Georgia,Germany,Germany ,Ghana,Ghana ,Great Britain,Great Britain ,Greece,Greece ,Grenada,Guatemala,Guyana,Haiti,Hong Kong,Hungary,Hungary ,Iceland,Independent Olympic Athletes,Independent Olympic Participants,India,India ,Indonesia,Iran,Iran ,Iraq ,Ireland,Ireland ,Israel,Italy,Italy ,Ivory Coast,Jamaica,Japan,Japan ,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Latvia ,Lebanon,Lithuania,Luxembourg,Macedonia,Malaysia,Mauritius,Mexico,Mexico ,Mixed team,Moldova,Mongolia,Montenegro,Morocco,Morocco ,Mozambique,Namibia,Netherlands,Netherlands Antilles,Netherlands ,New Zealand,New Zealand ,Niger,Nigeria,North Korea,North Macedonia,Norway,Norway ,Pakistan,Pakistan ,Panama,Paraguay,Peru,Philippines,Philippines ,Poland,Poland ,Portugal,Portugal ,Puerto Rico,Qatar,ROC,Refugee Olympic Team,Romania,Romania ,Russia,Russian Empire,Saint Lucia,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Singapore,Singapore ,Slovakia,Slovenia,South Africa,South Africa ,South Korea,Soviet Union,Soviet Union ,Spain,Spain ,Sri Lanka,Sudan,Suriname,Sweden,Sweden ,Switzerland,Switzerland ,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkey ,Turkmenistan,Uganda,Ukraine,Unified Team,United Arab Emirates,United States,United States ,United Team of Germany,United Team of Germany ,Uruguay,Uruguay ,Uzbekistan,Venezuela,Venezuela ,Vietnam,Virgin Islands,West Germany,Yugoslavia,Yugoslavia ,Zambia,Zimbabwe
1932,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,307.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,0.0,0.0,1133.0,0.0,0.0,0.0,574.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1284.0,0.0,0.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1043.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,0.0,0.0,0.0,216.0,0.0,0.0,0.0,2.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,842.0,0.0,0.0,742.0,0.0,0.0,0.0,4019.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1948,0.0,0.0,0.0,317.0,0.0,0.0,0.0,240.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,616.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1689.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,3973.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1952,0.0,0.0,0.0,114.0,0.0,0.0,0.0,616.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,0.0,642.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,23.0,0.0,0.0,5.0,0.0,0.0,853.0,0.0,0.0,215.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,4.0,2388.0,0.0,5.0,0.0,0.0,0.0,0.0,1285.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,4129.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0
1956,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1368.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.0,5.0,0.0,0.0,100.0,0.0,0.0,212.0,0.0,0.0,111.0,0.0,0.0,858.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,3909.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,3359.0,0.0,679.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
1960,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,852.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,254.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,1376.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,4507.0,0.0,2.0,0.0,0.0,0.0,0.0,116.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,3537.0,0.0,1317.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
1964,0.0,0.0,0.0,5.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,536.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,304.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1064.0,0.0,0.0,0.0,1641.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,304.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3225.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,3786.0,0.0,1146.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0
1968,0.0,0.0,0.0,4.0,0.0,0.0,0.0,545.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,5.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,718.0,0.0,126.0,0.0,0.0,0.0,0.0,959.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,112.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,5.0,1149.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,200.0,0.0,0.0,7.0,0.0,0.0,0.0,4708.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,575.0,319.0,0.0,0.0,0.0
1972,0.0,0.0,0.0,5.0,0.0,0.0,0.0,839.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,313.0,0.0,0.0,224.0,0.0,100.0,0.0,0.0,0.0,0.0,2161.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,313.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,443.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,2.0,1356.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,107.0,0.0,2.0,2.0,111.0,0.0,207.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5179.0,0.0,2.0,0.0,0.0,0.0,0.0,442.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,105.0,0.0,0.0,0.0,3515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0,209.0,0.0,0.0,0.0
1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,0.0,218.0,0.0,104.0,0.0,0.0,0.0,0.0,4175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,105.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,207.0,0.0,0.0,0.0,105.0,0.0,105.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,5175.0,0.0,10.0,0.0,0.0,0.0,0.0,405.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1094.0,221.0,0.0,0.0,0.0
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,233.0,0.0,209.0,0.0,0.0,0.0,0.0,4969.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,313.0,0.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,104.0,0.0,0.0,0.0,2.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,823.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8437.0,0.0,119.0,0.0,0.0,0.0,0.0,327.0,0.0,200.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,100.0
