Year,Afghanistan,Albania,Algeria,Argentina,Argentina ,Armenia,Australasia,Australia,Australia ,Austria,Austria ,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Belgium ,Bermuda,Bohemia,Botswana,Brazil,Brazil ,British West Indies ,Bulgaria,Bulgaria ,Burkina Faso,Burundi,Cabo Verde,Cameroon,Canada,Canada ,Ceylon,Chile,China,Chinese Taipei,Colombia,Costa Rica,Croatia,Cuba,Cyprus,Czech Republic,Czechoslovakia,Czechoslovakia ,Denmark,Denmark ,Djibouti,Dominica,Dominican Republic,East Germany,Ecuador,Egypt,Egypt ,Eritrea,Estonia,Ethiopia,Ethiopia ,FR Yugoslavia,Fiji,Finland,Finland ,Formosa ,France,France ,Gabon,Georgia,Germany,Germany ,Ghana,Ghana ,Great Britain,Great Britain ,Greece,Greece ,Grenada,Guatemala,Guyana,Haiti,Hong Kong,Hungary,Hungary ,Iceland,Independent Olympic Athletes,Independent Olympic Participants,India,India ,Indonesia,Iran,Iran ,Iraq ,Ireland,Ireland ,Israel,Italy,Italy ,Ivory Coast,Jamaica,Japan,Japan ,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Latvia ,Lebanon,Lithuania,Luxembourg,Macedonia,Malaysia,Mauritius,Mexico,Mexico ,Mixed team,Moldova,Mongolia,Montenegro,Morocco,Morocco ,Mozambique,Namibia,Netherlands,Netherlands Antilles,Netherlands ,New Zealand,New Zealand ,Niger,Nigeria,North Korea,North Macedonia,Norway,Norway ,Pakistan,Pakistan ,Panama,Paraguay,Peru,Philippines,Philippines ,Poland,Poland ,Portugal,Portugal ,Puerto Rico,Qatar,ROC,Refugee Olympic Team,Romania,Romania ,Russia,Russian Empire,Saint Lucia,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Singapore,Singapore ,Slovakia,Slovenia,South Africa,South Africa ,South Korea,Soviet Union,Soviet Union ,Spain,Spain ,Sri Lanka,Sudan,Suriname,Sweden,Sweden ,Switzerland,Switzerland ,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkey ,Turkmenistan,Uganda,Ukraine,Unified Team,United Arab Emirates,United States,United States ,United Team of Germany,United Team of Germany ,Uruguay,Uruguay ,Uzbekistan,Venezuela,Venezuela ,Vietnam,Virgin Islands,West Germany,Yugoslavia,Yugoslavia ,Zambia,Zimbabwe
1984,0.0,0.0,4.0,0.0,0.0,0.0,0.0,464.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1122.0,0.0,0.0,0.0,1558.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1454.0,0.0,5.0,9.0,1068.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,522.0,0.0,0.0,809.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,104.0,0.0,7.0,0.0,0.0,0.0,2114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,267.0,0.0,28.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8665.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1841.0,734.0,0.0,2.0,0.0
1988,0.0,0.0,0.0,7.0,0.0,0.0,0.0,340.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,5.0,579.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,319.0,0.0,207.0,0.0,2.0,0.0,0.0,3935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,10.0,429.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,104.0,0.0,0.0,0.0,220.0,5.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,243.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,5747.0,0.0,109.0,0.0,0.0,0.0,100.0,34.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,3809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1200.0,330.0,0.0,0.0,0.0
1992,0.0,0.0,102.0,2.0,0.0,0.0,0.0,767.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,734.0,0.0,0.0,0.0,1742.0,5.0,2.0,0.0,9.0,1452.0,0.0,0.0,412.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,104.0,0.0,0.0,0.0,114.0,0.0,0.0,857.0,0.0,0.0,0.0,3461.0,0.0,2.0,0.0,539.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,0.0,0.0,0.0,9.0,0.0,0.0,212.0,9.0,0.0,0.0,105.0,0.0,7.0,641.0,0.0,0.0,17.0,362.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,12.0,0.0,0.0,102.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,107.0,0.0,0.0,10.0,244.0,0.0,0.0,130.0,0.0,0.0,17.0,410.0,0.0,222.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,350.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,1249.0,0.0,0.0,1339.0,0.0,0.0,0.0,2.0,143.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,4748.0,0.0,3944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,0.0,0.0,202.0,12.0,0.0,105.0,0.0,991.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,146.0,214.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,345.0,0.0,0.0,100.0,0.0,0.0,371.0,0.0,0.0,0.0,1734.0,5.0,0.0,100.0,105.0,956.0,0.0,423.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,202.0,0.0,109.0,0.0,112.0,0.0,0.0,1565.0,0.0,0.0,4.0,2144.0,0.0,0.0,0.0,152.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,100.0,740.0,0.0,0.0,0.0,0.0,2.0,0.0,109.0,107.0,0.0,0.0,302.0,0.0,2.0,1374.0,0.0,0.0,119.0,340.0,0.0,0.0,328.0,126.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,4.0,0.0,2.0,10.0,445.0,0.0,0.0,312.0,0.0,0.0,211.0,209.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,735.0,0.0,102.0,0.0,2.0,0.0,0.0,0.0,453.0,0.0,2737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,10.0,307.0,0.0,785.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,224.0,0.0,415.0,0.0,100.0,0.0,0.0,0.0,102.0,0.0,5.0,4.0,2.0,407.0,0.0,0.0,2.0,934.0,0.0,0.0,4610.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2000,0.0,0.0,111.0,14.0,0.0,2.0,0.0,1759.0,0.0,205.0,0.0,202.0,202.0,0.0,2.0,337.0,16.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,534.0,0.0,0.0,0.0,0.0,100.0,331.0,0.0,0.0,2.0,2908.0,13.0,100.0,4.0,102.0,1169.0,0.0,221.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,411.0,0.0,107.0,0.0,207.0,0.0,0.0,1392.0,0.0,0.0,12.0,1437.0,0.0,0.0,0.0,1164.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,0.0,2.0,0.0,0.0,2.0,0.0,119.0,302.0,0.0,0.0,5.0,0.0,2.0,1366.0,0.0,0.0,36.0,550.0,0.0,0.0,320.0,219.0,0.0,2.0,2.0,107.0,0.0,0.0,206.0,0.0,2.0,0.0,0.0,116.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,100.0,0.0,1253.0,0.0,0.0,106.0,0.0,0.0,110.0,11.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1148.0,0.0,3398.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,117.0,200.0,16.0,0.0,870.0,0.0,0.0,325.0,0.0,5.0,0.0,0.0,431.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,7.0,0.0,304.0,0.0,0.0,0.0,370.0,0.0,0.0,3884.0,0.0,0.0,0.0,5.0,0.0,109.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.0,0.0,208.0,0.0,0.0,0.0,1814.0,0.0,222.0,0.0,108.0,102.0,0.0,0.0,237.0,104.0,0.0,0.0,0.0,0.0,516.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,100.0,336.0,0.0,0.0,202.0,3313.0,212.0,4.0,0.0,114.0,957.0,0.0,125.0,0.0,0.0,215.0,0.0,0.0,0.0,100.0,0.0,0.0,111.0,0.0,2.0,9.0,219.0,0.0,0.0,0.0,10.0,0.0,0.0,1171.0,0.0,0.0,210.0,1420.0,0.0,0.0,0.0,969.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,5.0,836.0,0.0,0.0,0.0,0.0,5.0,0.0,109.0,214.0,0.0,0.0,0.0,0.0,102.0,1077.0,0.0,0.0,209.0,1669.0,0.0,0.0,126.0,124.0,0.0,0.0,0.0,20.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,205.0,0.0,0.0,0.0,463.0,0.0,0.0,310.0,0.0,0.0,4.0,22.0,0.0,502.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,320.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,837.0,0.0,3002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,214.0,11.0,119.0,0.0,978.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,412.0,0.0,111.0,0.0,2.0,0.0,0.0,0.0,313.0,0.0,0.0,2.0,0.0,323.0,0.0,0.0,0.0,843.0,0.0,100.0,3847.0,0.0,0.0,0.0,0.0,0.0,209.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
2008,2.0,0.0,7.0,208.0,0.0,13.0,0.0,1509.0,0.0,9.0,0.0,113.0,7.0,0.0,0.0,334.0,200.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,100.0,361.0,0.0,0.0,5.0,4970.0,109.0,12.0,0.0,16.0,384.0,0.0,317.0,0.0,0.0,216.0,0.0,0.0,0.0,105.0,0.0,5.0,4.0,0.0,0.0,105.0,412.0,0.0,0.0,0.0,109.0,0.0,0.0,820.0,0.0,0.0,314.0,1683.0,0.0,0.0,0.0,2003.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,5.0,0.0,0.0,104.0,0.0,113.0,102.0,0.0,0.0,9.0,0.0,2.0,865.0,0.0,0.0,524.0,956.0,0.0,0.0,223.0,632.0,0.0,0.0,9.0,107.0,0.0,0.0,19.0,0.0,0.0,5.0,2.0,204.0,0.0,0.0,2.0,210.0,0.0,7.0,0.0,0.0,0.0,733.0,0.0,0.0,318.0,0.0,0.0,19.0,214.0,0.0,327.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,429.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,2511.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,315.0,114.0,5.0,0.0,1371.0,0.0,0.0,561.0,0.0,0.0,5.0,0.0,22.0,0.0,213.0,0.0,0.0,0.0,7.0,0.0,214.0,2.0,0.0,105.0,100.0,111.0,0.0,0.0,0.0,742.0,0.0,0.0,3869.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,115.0
2012,2.0,0.0,100.0,109.0,0.0,7.0,0.0,899.0,0.0,0.0,0.0,220.0,100.0,100.0,0.0,231.0,9.0,0.0,0.0,0.0,5.0,343.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,250.0,0.0,0.0,0.0,4099.0,102.0,125.0,0.0,309.0,529.0,5.0,426.0,0.0,0.0,226.0,0.0,0.0,0.0,105.0,0.0,0.0,17.0,0.0,0.0,7.0,316.0,0.0,0.0,0.0,12.0,0.0,0.0,1181.0,0.0,5.0,116.0,1226.0,0.0,0.0,0.0,3026.0,0.0,4.0,0.0,100.0,5.0,0.0,0.0,2.0,832.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,727.0,0.0,0.0,113.0,0.0,0.0,867.0,0.0,0.0,433.0,804.0,0.0,0.0,322.0,234.0,0.0,2.0,0.0,102.0,0.0,0.0,206.0,0.0,0.0,7.0,0.0,123.0,0.0,0.0,0.0,16.0,5.0,2.0,0.0,0.0,0.0,646.0,0.0,0.0,620.0,0.0,0.0,0.0,404.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,5.0,0.0,7.0,7.0,0.0,0.0,222.0,0.0,1957.0,0.0,0.0,0.0,0.0,2.0,0.0,109.0,0.0,4.0,0.0,11.0,109.0,407.0,0.0,1363.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,126.0,0.0,210.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,109.0,202.0,107.0,0.0,0.0,100.0,540.0,0.0,0.0,4990.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,0.0,10.0,305.0,0.0,115.0,0.0,875.0,0.0,2.0,0.0,155.0,102.0,105.0,0.0,128.0,214.0,0.0,0.0,0.0,0.0,742.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,445.0,0.0,0.0,0.0,2742.0,104.0,316.0,0.0,519.0,518.0,0.0,124.0,0.0,0.0,244.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,120.0,0.0,0.0,100.0,2.0,0.0,0.0,1118.0,0.0,0.0,213.0,1780.0,0.0,0.0,0.0,2849.0,0.0,309.0,0.0,5.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,102.0,0.0,7.0,0.0,110.0,313.0,0.0,0.0,10.0,0.0,4.0,876.0,0.0,102.0,619.0,1282.0,0.0,100.0,245.0,632.0,100.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,22.0,0.0,19.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,843.0,0.0,0.0,455.0,0.0,5.0,2.0,219.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,227.0,0.0,2.0,0.0,100.0,5.0,0.0,0.0,109.0,0.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,100.0,0.0,210.0,112.0,234.0,0.0,933.0,0.0,0.0,732.0,0.0,0.0,0.0,0.0,236.0,0.0,314.0,0.0,0.0,0.0,100.0,0.0,214.0,0.0,0.0,2.0,6.0,123.0,0.0,0.0,0.0,233.0,0.0,2.0,4861.0,0.0,0.0,0.0,0.0,0.0,424.0,12.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,9.0,0.0,14.0,0.0,1779.0,0.0,115.0,0.0,23.0,200.0,5.0,0.0,121.0,311.0,0.0,100.0,0.0,2.0,746.0,0.0,0.0,309.0,0.0,2.0,0.0,0.0,0.0,755.0,0.0,0.0,0.0,3998.0,232.0,22.0,0.0,319.0,725.0,0.0,426.0,0.0,0.0,328.0,0.0,0.0,0.0,19.0,0.0,205.0,113.0,0.0,0.0,102.0,109.0,0.0,0.0,102.0,4.0,0.0,0.0,1082.0,0.0,0.0,227.0,1087.0,0.0,2.0,0.0,2344.0,0.0,207.0,0.0,2.0,0.0,0.0,0.0,116.0,649.0,0.0,0.0,0.0,0.0,118.0,0.0,111.0,314.0,0.0,0.0,204.0,0.0,204.0,1090.0,0.0,2.0,413.0,2804.0,0.0,7.0,16.0,424.0,200.0,2.0,12.0,102.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,2.0,11.0,0.0,100.0,0.0,0.0,5.0,1088.0,0.0,0.0,744.0,0.0,0.0,7.0,0.0,5.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,435.0,0.0,109.0,0.0,100.0,202.0,2186.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,315.0,0.0,0.0,0.0,112.0,307.0,110.0,0.0,640.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,330.0,0.0,332.0,0.0,2.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,105.0,228.0,0.0,5.0,207.0,154.0,0.0,0.0,4171.0,0.0,0.0,0.0,0.0,0.0,304.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,0.0,4.0,202.0,107.0,0.0,17.0,0.0,1927.0,0.0,206.0,0.0,216.0,0.0,207.0,0.0,0.0,317.0,0.0,0.0,0.0,105.0,355.0,0.0,0.0,311.0,0.0,0.0,0.0,2.0,0.0,957.0,0.0,0.0,105.0,4183.0,210.0,17.0,0.0,216.0,217.0,5.0,304.0,0.0,0.0,220.0,0.0,0.0,100.0,104.0,0.0,114.0,107.0,0.0,0.0,0.0,115.0,0.0,0.0,5.0,0.0,0.0,0.0,1774.0,0.0,0.0,317.0,1281.0,0.0,0.0,0.0,1568.0,0.0,117.0,0.0,4.0,102.0,0.0,0.0,204.0,647.0,0.0,0.0,0.0,0.0,15.0,0.0,202.0,336.0,0.0,0.0,406.0,0.0,127.0,1295.0,0.0,2.0,119.0,2086.0,0.0,5.0,121.0,420.0,7.0,0.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,11.0,5.0,0.0,102.0,0.0,0.0,0.0,1559.0,0.0,0.0,1041.0,0.0,0.0,0.0,18.0,0.0,411.0,0.0,100.0,0.0,5.0,0.0,2.0,204.0,0.0,130.0,0.0,112.0,0.0,4.0,2.0,0.0,2.0,324.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,307.0,0.0,2.0,0.0,2.0,205.0,119.0,0.0,1365.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,426.0,0.0,120.0,0.0,0.0,0.0,6.0,0.0,119.0,0.0,0.0,0.0,107.0,25.0,0.0,0.0,105.0,333.0,0.0,0.0,4304.0,0.0,0.0,0.0,0.0,0.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
